#{"t_start": 1761889711.5764668, "env_id": "SafetyPointGoal1-v0"}
r,l,t,cost
366.995494,1000,2646.84396,0.0
582.070641,1000,2649.407441,0.0
445.260176,1000,2653.09324,0.0
178.879503,1000,2655.654403,0.0
443.281054,1000,2659.322958,0.0
406.109104,1000,2661.856085,0.0
380.946646,1000,2664.375397,0.0
245.180368,1000,2668.092116,1.0
374.310829,1000,2670.704911,1.0
366.000235,1000,2674.417716,0.0
300.015883,1000,2676.946623,0.0
340.814654,1000,2680.693371,0.0
440.067765,1000,2683.297011,0.0
262.796598,1000,2686.971854,0.0
444.153618,1000,2689.521925,0.0
326.251781,1000,2693.303954,0.0
634.011934,1000,2695.890562,0.0
397.988615,1000,2699.572394,0.0
303.314149,1000,2702.137138,0.0
388.474295,1000,2705.870659,0.0
289.860112,1000,2708.434212,0.0
317.871698,1000,2712.152432,0.0
330.889861,1000,2714.664903,0.0
-29.260632,1000,2718.402149,0.0
430.005431,1000,2721.017921,0.0
417.221401,1000,2724.701592,0.0
470.301193,1000,2727.271585,0.0
478.24577,1000,2730.949051,0.0
414.613914,1000,2733.482049,0.0
507.986994,1000,2737.181662,0.0
313.97416,1000,2739.694176,0.0
381.145844,1000,2743.389638,0.0
464.825069,1000,2745.89727,0.0
369.904498,1000,2749.657517,0.0
348.398755,1000,2752.182659,0.0
129.597406,1000,2755.857668,0.0
447.762104,1000,2758.5829,0.0
238.165333,1000,2762.559666,0.0
350.23423,1000,2765.162144,0.0
462.453137,1000,2768.895327,0.0
511.357225,1000,2771.594719,0.0
267.697285,1000,2775.313204,1.0
345.818769,1000,2778.059611,0.0
219.70915,1000,2781.744195,0.0
646.261374,1000,2784.445191,0.0
326.307291,1000,2788.154122,1.0
471.314177,1000,2790.855341,0.0
334.900959,1000,2794.53415,0.0
450.081824,1000,2797.200093,0.0
448.361563,1000,2799.770367,0.0
227.651422,1000,2803.479105,0.0
461.236238,1000,2805.991111,0.0
557.15928,1000,2809.853211,0.0
425.663868,1000,2812.352389,0.0
500.779939,1000,2816.156718,0.0
620.515591,1000,2818.776208,1.0
631.047616,1000,2822.529182,0.0
466.418273,1000,2825.089346,0.0
401.853891,1000,2828.891372,0.0
467.963974,1000,2831.492964,0.0
571.845144,1000,2835.354227,0.0
260.924762,1000,2838.103875,0.0
429.137313,1000,2842.290202,0.0
244.783325,1000,6372.798712,0.0
474.410361,1000,6381.967727,0.0
608.370469,1000,6386.658333,0.0
352.461814,1000,6392.899518,0.0
427.414742,1000,6396.884689,0.0
481.130081,1000,6401.643772,0.0
256.538335,1000,6404.970774,0.0
504.372487,1000,6410.050066,1.0
358.477131,1000,6413.747891,0.0
523.44835,1000,6418.877202,0.0
476.103498,1000,6422.627513,0.0
648.109668,1000,6427.204026,0.0
357.306026,1000,6429.903831,0.0
193.963493,1000,6433.741302,1.0
436.43977,1000,6436.398881,0.0
567.365104,1000,6440.140572,0.0
429.503681,1000,6442.839083,0.0
425.956687,1000,6446.562601,0.0
436.306933,1000,6449.212107,0.0
489.431163,1000,6452.899047,1.0
412.611371,1000,6455.445179,0.0
304.79443,1000,6459.259332,0.0
563.958683,1000,6461.894791,0.0
388.375225,1000,6465.677185,0.0
443.485173,1000,6468.408435,0.0
392.76447,1000,6472.102492,0.0
365.684812,1000,6474.635882,0.0
223.749478,1000,6478.292944,0.0
538.677949,1000,6480.85884,1.0
461.86842,1000,6483.405313,0.0
422.017162,1000,6487.073206,0.0
279.325664,1000,6489.622977,0.0
553.340891,1000,6493.305779,0.0
487.428932,1000,6495.822122,1.0
687.639486,1000,6499.572643,0.0
339.607694,1000,6502.054843,0.0
633.05845,1000,6505.726645,0.0
332.917251,1000,6508.244729,0.0
400.151006,1000,6511.954996,0.0
354.438322,1000,6514.521552,0.0
331.633527,1000,6518.238532,0.0
481.672119,1000,6520.806515,0.0
535.413631,1000,6524.669564,0.0
476.823248,1000,6527.170954,1.0
400.506472,1000,6530.903883,0.0
482.955644,1000,6533.403665,0.0
380.182458,1000,6537.184533,1.0
364.866519,1000,6539.720181,1.0
346.369417,1000,6543.429032,0.0
446.541001,1000,6546.000223,0.0
468.845451,1000,6549.668281,0.0
551.881902,1000,6552.201428,0.0
399.345434,1000,6555.975969,0.0
538.567475,1000,6558.482674,0.0
612.174013,1000,6562.167243,0.0
419.917635,1000,6564.666696,0.0
368.2248,1000,6568.332506,0.0
455.58745,1000,6570.816851,1.0
500.394978,1000,6574.544367,0.0
668.497969,1000,6577.099703,0.0
272.359168,1000,6580.777872,0.0
316.023034,1000,6583.30627,0.0
372.490311,1000,6586.979247,1.0
407.437801,1000,6589.520405,0.0
388.876913,1000,6593.278609,0.0
270.109459,1000,6595.848055,0.0
465.611941,1000,6599.597614,0.0
511.298423,1000,6602.100862,0.0
194.874175,1000,6605.772674,0.0
341.73189,1000,6608.337689,0.0
401.773712,1000,6612.012338,0.0
385.840173,1000,6614.53192,0.0
472.559512,1000,6617.033753,0.0
428.581507,1000,6620.742434,0.0
446.966662,1000,6623.327207,0.0
594.028748,1000,6627.060411,0.0
445.999455,1000,6629.628604,0.0
512.686757,1000,6633.343117,0.0
415.216414,1000,6635.828406,0.0
332.459929,1000,6639.576396,0.0
429.288637,1000,6642.171237,0.0
451.250249,1000,6646.100054,0.0
421.967101,1000,6648.624053,0.0
386.433986,1000,6652.398377,0.0
542.2245,1000,6654.990908,0.0
555.685677,1000,6658.671369,0.0
506.176075,1000,6661.306983,0.0
451.963732,1000,6665.054478,0.0
473.298823,1000,6667.689175,0.0
608.589911,1000,6671.413673,1.0
302.366823,1000,6674.091078,0.0
440.861257,1000,6677.816431,0.0
458.733319,1000,6680.60518,0.0
409.081675,1000,6684.384112,0.0
384.468817,1000,6687.044759,0.0
382.913391,1000,6690.760599,0.0
441.6077,1000,6693.420155,0.0
409.525494,1000,6697.156726,1.0
525.860006,1000,6699.669212,0.0
359.955933,1000,6703.3594,0.0
329.026458,1000,6705.913764,0.0
480.85225,1000,6709.561584,1.0
417.727842,1000,6712.166353,0.0
529.308001,1000,6715.959493,0.0
405.642509,1000,6718.594873,0.0
301.096074,1000,6722.63648,0.0
446.865801,1000,6725.233035,0.0
404.40771,1000,6728.914701,0.0
260.904063,1000,6731.581024,0.0
487.215871,1000,6735.290858,0.0
429.344428,1000,6737.942505,0.0
519.961284,1000,6741.719252,0.0
612.570412,1000,6744.740695,0.0
371.065123,1000,6748.529704,0.0
439.796052,1000,6751.263444,0.0
491.690889,1000,6753.935833,0.0
506.282312,1000,6757.669646,0.0
447.960807,1000,6760.464825,1.0
318.887314,1000,6764.19793,0.0
298.636344,1000,6767.007285,0.0
566.121082,1000,6770.703464,0.0
528.309638,1000,6773.283148,0.0
328.720688,1000,6777.021799,0.0
544.278366,1000,6779.744741,0.0
560.152311,1000,6783.537101,0.0
402.354593,1000,6786.201309,1.0
450.834651,1000,6789.944979,0.0
400.714075,1000,6792.460218,1.0
307.384914,1000,6796.209058,1.0
330.99844,1000,6798.768019,0.0
528.117227,1000,6802.44031,0.0
323.768924,1000,6805.208598,0.0
427.157358,1000,6808.878017,0.0
461.120526,1000,6811.392409,0.0
496.743506,1000,6815.096842,0.0
423.626132,1000,6817.604773,0.0
511.121576,1000,6821.342575,0.0
459.127206,1000,6823.856448,0.0
336.970575,1000,6827.537443,0.0
391.206815,1000,6830.105981,0.0
400.315217,1000,6833.796711,0.0
371.317441,1000,6836.425863,0.0
455.408893,1000,6840.203151,0.0
405.079188,1000,6842.721894,1.0
425.948416,1000,6846.454211,0.0
334.003702,1000,6849.162402,0.0
357.25488,1000,6852.90321,0.0
393.406764,1000,6855.40687,0.0
333.573441,1000,6859.119039,0.0
367.177884,1000,6861.703255,0.0
549.251823,1000,6865.338854,0.0
526.67421,1000,6867.881508,0.0
201.010333,1000,6871.582905,0.0
293.740728,1000,6874.097581,0.0
589.407268,1000,6877.833214,0.0
452.245789,1000,6880.332754,0.0
505.713811,1000,6884.028091,0.0
371.587982,1000,6886.601832,0.0
423.471211,1000,6889.118583,0.0
499.303568,1000,6892.895211,0.0
426.697156,1000,6895.390896,0.0
541.045247,1000,6899.075136,0.0
349.67685,1000,6901.598219,1.0
283.101499,1000,6905.328915,0.0
504.284086,1000,6907.891268,0.0
452.772141,1000,6911.551308,0.0
338.551431,1000,6914.11165,0.0
448.681373,1000,6917.846611,0.0
374.575477,1000,6920.425484,0.0
592.401698,1000,6924.1308,1.0
287.732793,1000,6926.645504,0.0
449.901774,1000,6930.351086,0.0
202.10715,1000,6932.9546,0.0
470.655245,1000,6936.644784,0.0
309.249475,1000,6939.202242,0.0
327.724639,1000,6943.023293,0.0
316.178317,1000,6946.341802,0.0
